Subject,Subtopic,Q_No,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Answer
Chemistry,Corrosion,33,Hard,Electrochemical series: metal higher (more negative E°) is,Less reactive,More reactive (corrodes faster),Inert,A cathode,B
Chemistry,Corrosion,34,Easy But Tricky,Rust is an oxide of iron. So all metal oxides are rust. True?,True,False — rust specifically refers to hydrated iron oxide,Only iron oxide is rust,All metal oxides are equally corrosive,B
Chemistry,Corrosion,35,Easy But Tricky,Painting prevents corrosion because,Paint reacts with rust,Paint prevents moisture and O2 contact with metal,Paint supplies electrons,Paint is acidic,B
Chemistry,Corrosion,36,Easy But Tricky,Gold doesn't corrode. Gold is the most reactive metal. True?,Both true,"Neither true — gold is least reactive, hence no corrosion",Gold corrodes slowly,Gold corrodes only in acid,B
Chemistry,Corrosion,37,Easy But Tricky,"Zinc galvanizes iron. If zinc layer is scratched, iron is still protected. Why?",Iron is now exposed,Zinc is more active and sacrificially corrodes instead of iron,No protection,Iron becomes noble,B
Chemistry,Corrosion,38,Easy But Tricky,Stainless steel cannot rust. True?,True — it never rusts,False — it can rust in very aggressive conditions but resists normally,Only in water,Always true,B
Computer,Basics of computer,26,Easy,Full form of CPU,Central Processing Unit,Computer Processing Unit,Core Processing Unit,Central Program Unit,A
Computer,Basics of computer,27,Easy,RAM stands for,Read Access Memory,Random Access Memory,Rapid Access Memory,Read All Memory,B
Computer,Basics of computer,28,Easy,ROM stands for,Read Only Memory,Random Only Memory,Read Output Memory,Run Only Memory,A
Computer,Basics of computer,29,Easy,1 byte = how many bits?,4,8,16,32,B
Computer,Basics of computer,30,Easy,1 KB =,1000 bytes,1024 bytes,512 bytes,2048 bytes,B
Computer,Basics of computer,31,Easy,Output device is,Keyboard,Mouse,Monitor,Scanner,C
Computer,Basics of computer,32,Easy,Input device is,Monitor,Printer,Speaker,Keyboard,D
Computer,Basics of computer,33,Easy,Hard disk is,Primary storage,Secondary storage,Cache,Register,B
Computer,Basics of computer,34,Easy,Operating system is type of,Application software,System software,Utility software,Hardware,B
Computer,Basics of computer,35,Easy,Windows is developed by,Apple,Google,Microsoft,IBM,C
Computer,Basics of computer,36,Medium,Which generation of computers used transistors?,First,Second,Third,Fourth,B
Computer,Basics of computer,37,Medium,Binary number system uses,0 and 1,0 to 9,A to Z,0 to 7,A
Computer,Basics of computer,38,Medium,Convert 10 (decimal) to binary,1010,1001,1100,1110,A
Computer,Basics of computer,39,Medium,ALU stands for,Arithmetic Logic Unit,Arithmetic Linear Unit,Array Logic Unit,Advanced Logic Unit,A
Computer,Basics of computer,40,Medium,Primary memory is,Hard disk,Pen drive,RAM and ROM,CD-ROM,C
Computer,Basics of computer,41,Medium,Cache memory is,Slower than RAM,"Faster than RAM, closer to CPU",Same speed as RAM,Secondary storage,B
Computer,Basics of computer,42,Medium,Booting means,Shutting down computer,Loading OS into memory,Installing RAM,Formatting disk,B
Computer,Basics of computer,43,Medium,GUI stands for,Graphical User Interface,General User Interface,Global Unit Interface,Graphical Unit Indicator,A
Computer,Basics of computer,44,Medium,Compiler translates,Machine code to high-level,High-level to machine code at once,Low-level to assembly,None,B
Computer,Basics of computer,45,Medium,Interpreter translates,Whole program at once,Line by line,Only syntax,Assembly code,B
Computer,Basics of computer,46,Hard,Von Neumann architecture stores,Programs separately from data,Programs and data in same memory,Data only,Programs only,B
Computer,Basics of computer,47,Hard,RISC vs CISC: RISC has,Many complex instructions,Few simple instructions,No registers,More cycles per instruction,B
Computer,Basics of computer,48,Hard,Virtual memory uses,RAM + Disk swap space,Only RAM,Only disk,Cache only,A
Computer,Basics of computer,49,Hard,Hexadecimal uses base,8,10,16,2,C
Computer,Basics of computer,50,Hard,Convert 255 decimal to hexadecimal,EF,FF,FE,F0,B
Computer,Basics of computer,51,Easy But Tricky,RAM is permanent storage. True?,True,False — RAM is volatile (data lost on power off),Only if SSD,Depends on OS,B
Computer,Basics of computer,52,Easy But Tricky,CPU directly executes programs from hard disk. True?,True,False — programs are loaded into RAM first,Only if SSD,Depends on speed,B
Computer,Basics of computer,53,Easy But Tricky,More RAM always makes computer faster. True?,True,False — beyond a point it doesn't help,Only for gaming,True only for old computers,B
Computer,Basics of computer,54,Easy But Tricky,Keyboard is an output device. True?,True,False — it is an input device,Both input and output,Neither,B
Computer,Basics of computer,55,Easy But Tricky,1 MB = 1000 KB. True?,True,False — 1 MB = 1024 KB,Only in decimal system,Always,B
Computer,Internet basics,16,Easy,WWW stands for,World Wide Web,World Wide Wire,Wide World Web,World Web Wide,A
Computer,Internet basics,17,Easy,HTTP stands for,HyperText Transfer Protocol,HyperText Transport Program,High Transfer Text Protocol,Hyper Transfer Text Program,A
Computer,Internet basics,18,Easy,HTTPS is HTTP with,Extra speed,SSL/TLS encryption (Secure),More bandwidth,IP version 6,B
Computer,Internet basics,19,Easy,IP address is used to,Name a website,Identify devices on network,Store passwords,Encrypt data,B
Computer,Internet basics,20,Easy,URL stands for,Uniform Resource Locator,Universal Resource Link,Uniform Routing Label,Unit Reference Locator,A
Computer,Internet basics,21,Easy,ISP stands for,Internet Service Provider,Internet Speed Protocol,Internal Server Program,Input Signal Processor,A
Computer,Internet basics,22,Easy,Browser is used to,Write emails,Access web pages,Store files,Print documents,B
Computer,Internet basics,23,Easy,Email stands for,Electronic Mail,Extra Mail,Encrypted Mail,Extended Mail,A
Computer,Internet basics,24,Easy,Wi-Fi is,Wired internet,Wireless internet,Wide File,Wireless Fidelity,D
Computer,Internet basics,25,Easy,Search engine is used to,Browse local files,Search information on internet,Send emails,Chat,B
Computer,Internet basics,26,Medium,DNS stands for,Domain Name System,Data Network Service,Direct Name Server,Digital Network System,A
Computer,Internet basics,27,Medium,DNS converts,IP to email,Domain names to IP addresses,URLs to passwords,HTML to text,B
Computer,Internet basics,28,Medium,FTP is used for,Browsing websites,File Transfer Protocol — transferring files,Sending emails,Video calls,B
Computer,Internet basics,29,Medium,LAN stands for,Long Area Network,Local Area Network,Linked Area Network,Low Access Network,B
Computer,Internet basics,30,Medium,WAN stands for,Wide Area Network,Wireless Area Network,Web Access Network,Wide Able Network,A
Computer,Internet basics,31,Medium,Router connects,Two computers directly,Different networks and routes packets,Two monitors,Two printers,B
Computer,Internet basics,32,Medium,Firewall,Speeds up internet,Protects network from unauthorized access,Stores web pages,Allocates RAM,B
Computer,Internet basics,33,Medium,Bandwidth refers to,Width of cable,Maximum data transfer rate,Number of websites,Size of files,B
Computer,Internet basics,34,Medium,Cloud computing means,Computing on clouds,Storing/processing data on remote internet servers,Wireless networking,Satellite internet,B
Computer,Internet basics,35,Medium,VPN stands for,Virtual Private Network,Very Private Node,Virtual Program Network,Visual Private Network,A
Computer,Internet basics,36,Hard,IPv4 address has how many bits?,32,64,128,16,A
Computer,Internet basics,37,Hard,IPv6 was introduced to solve,Security issues,Exhaustion of IPv4 addresses,Speed issues,DNS problems,B
Computer,Internet basics,38,Hard,TCP/IP model has how many layers?,7,4,5,3,B
Computer,Internet basics,39,Hard,OSI model has how many layers?,4,5,7,3,C
Computer,Internet basics,40,Hard,Which layer of OSI handles encryption?,Transport,Presentation,Session,Application,B
Computer,Internet basics,41,Easy But Tricky,Internet and WWW are same thing. True?,True,"False — Internet is the infrastructure, WWW is a service on it",Only from mobile,Depends on browser,B
Computer,Internet basics,42,Easy But Tricky,https:// means the site is always safe. True?,True,False — HTTPS encrypts data but doesn't guarantee site is legitimate,Only for banks,Always safe,B
Computer,Internet basics,43,Easy But Tricky,Deleting browser history also deletes cookies. True?,True,False — cookies and history are stored separately (must be cleared separately),Only in Chrome,Depends on browser,B
Computer,Internet basics,44,Easy But Tricky,An IP address uniquely identifies a computer globally. True?,True,False — NAT allows multiple devices to share one public IP,Always unique,Only on LAN,B
Computer,Internet basics,45,Easy But Tricky,Downloading faster than uploading is normal for home internet. True?,False,True — home broadband is asymmetric (more download speed),Both always same,Depends on OS,B
Computer,HTML basics,16,Easy,HTML stands for,HyperText Markup Language,High Text Make Language,HyperText Make Language,HyperText Machine Language,A
Computer,HTML basics,17,Easy,HTML is used for,Styling web pages,Creating structure of web pages,Server-side programming,Database management,B
Computer,HTML basics,18,Easy,HTML file extension is,.css,.html,.js,.php,B
Computer,HTML basics,19,Easy,HTML tags are enclosed in,( ),{ },< >,[ ],C
Computer,HTML basics,20,Easy,Closing tag has a,Colon,Slash (/),Asterisk,Hash,B
Computer,HTML basics,21,Easy,<h1> to <h6> tags are for,Paragraphs,Headings,Links,Images,B
Computer,HTML basics,22,Easy,<p> tag is for,Paragraph,Picture,Page,Print,A
Computer,HTML basics,23,Easy,<a href=''> is used for,Images,Hyperlinks,Tables,Forms,B
Computer,HTML basics,24,Easy,<img> tag is used for,Text,Links,Inserting images,Forms,C
Computer,HTML basics,25,Easy,<br> tag adds,Bold text,Line break,Horizontal rule,Blank page,B
Computer,HTML basics,26,Medium,<ul> creates,Ordered list,Unordered list,Table,Paragraph,B
Computer,HTML basics,27,Medium,<ol> creates,Unordered list,Ordered list,Image,Form,B
Computer,HTML basics,28,Medium,<li> is used inside,Only <ul>,Only <ol>,Both <ul> and <ol>,<p>,C
Computer,HTML basics,29,Medium,<table> contains rows defined by,<td>,<tr>,<th>,<col>,B
Computer,HTML basics,30,Medium,<form> tag is used for,Styling,User input forms,Headings,Lists,B
Computer,HTML basics,31,Medium,<input type='text'> creates,Button,Text box,Dropdown,Checkbox,B
Computer,HTML basics,32,Medium,<div> is a,Inline element,Block-level container element,Table element,Form element,B
Computer,HTML basics,33,Medium,<span> is a,Block element,Inline element,Table element,Heading,B
Computer,HTML basics,34,Medium,CSS is used with HTML for,Structure,Styling and layout,Programming logic,Database,B
Computer,HTML basics,35,Medium,JavaScript is used for,Structure (HTML),Styling (CSS),Interactivity/behaviour,Database,C
Computer,HTML basics,36,Hard,<!DOCTYPE html> declaration tells browser,The page language,HTML version / document type,The page title,The server location,B
Computer,HTML basics,37,Hard,Semantic HTML elements include,"<div>, <span>","<header>, <nav>, <article>, <footer>","<br>, <hr>","<b>, <i>",B
Computer,HTML basics,38,Hard,<meta charset='UTF-8'> defines,Page title,Character encoding,Background color,Script type,B
Computer,HTML basics,39,Hard,HTML5 introduced,Only new tags,"New semantic tags, audio/video support, canvas",CSS3,JavaScript,B
Computer,HTML basics,40,Hard,What does 'alt' attribute in <img> do?,Changes image size,Provides alternative text for accessibility,Changes image color,Removes image,B
Computer,HTML basics,41,Easy But Tricky,HTML is a programming language. True?,True,False — it is a markup language (no logic/loops),Only on servers,Depends on version,B
Computer,HTML basics,42,Easy But Tricky,<br> is a self-closing tag. True?,False,True — it has no closing </br>,Only in HTML5,Depends on browser,B
Computer,HTML basics,43,Easy But Tricky,Headings <h1> to <h6>: <h1> is smallest. True?,True,False — <h1> is largest heading,Both same,<h6> is largest,B
Computer,HTML basics,44,Easy But Tricky,"A webpage must have <html>, <head>, <body>. True?",False,True — these are the basic structural elements,Only <body> needed,Only <head> needed,B
Computer,HTML basics,45,Easy But Tricky,You can use CSS and HTML in the same file. True?,False,True — using <style> tag inside <head>,Only in PHP,Only in JS,B
Computer,MS Word,11,Easy,MS Word is a,Spreadsheet application,Word processing application,Database application,Presentation software,B
Computer,MS Word,12,Easy,Default file extension of MS Word is,.xls,.docx,.pptx,.txt,B
Computer,MS Word,13,Easy,Ctrl+S in MS Word,Opens new file,Saves current file,Closes file,Prints file,B
Computer,MS Word,14,Easy,Ctrl+C means,Paste,Copy,Cut,Close,B
Computer,MS Word,15,Easy,Ctrl+V means,Copy,Cut,Paste,Close,C
Computer,MS Word,16,Easy,Ctrl+Z means,Redo,Undo,Save,Print,B
Computer,MS Word,17,Easy,Ctrl+A selects,Nothing,One line,All content,One word,C
Computer,MS Word,18,Easy,Ctrl+B is for,Bold,Italic,Underline,Right align,A
Computer,MS Word,19,Easy,Ctrl+I is for,Bold,Italic,Underline,Justify,B
Computer,MS Word,20,Easy,Ctrl+U is for,Undo,Underline,Upload,Update,B
Computer,MS Word,21,Medium,Mail Merge is used for,Merging files,Sending personalized bulk letters,Creating tables,Drawing images,B
Computer,MS Word,22,Medium,Track Changes records,Font changes only,All edits made to document,Saves history,Creates backup,B
Computer,MS Word,23,Medium,Table of Contents in Word is inserted from,Insert Tab,References Tab,View Tab,Home Tab,B
Computer,MS Word,24,Medium,Word Count is found under,Home,Insert,Review,View,C
Computer,MS Word,25,Medium,Header and Footer can be inserted from,Home tab,Insert tab,View tab,Format tab,B
Computer,MS Word,26,Medium,Page Orientation options are,Portrait and Landscape,Left and Right,Vertical and Diagonal,Wide and Narrow,A
Computer,MS Word,27,Medium,Spelling and Grammar check shortcut is,F1,F5,F7,F10,C
Computer,MS Word,28,Medium,Find and Replace shortcut is,Ctrl+F,Ctrl+H,Ctrl+R,Ctrl+G,B
Computer,MS Word,29,Medium,Columns in a document can be set from,Page Layout/Layout tab,Home tab,Insert tab,Review tab,A
Computer,MS Word,30,Medium,Watermark is added from,Insert,Design tab (Page Background),Home,View,B
Computer,MS Word,31,Hard,Which tab contains 'Styles' group in Word?,Insert,Home,Design,Review,B
Computer,MS Word,32,Hard,Macros in MS Word are used to,Change fonts,Record and automate repetitive tasks,Insert images,Spell check,B
Computer,MS Word,33,Hard,Section breaks vs page breaks: section break allows,Same formatting throughout,Different formatting in different sections,Only new pages,Only different fonts,B
Computer,MS Word,34,Hard,Cross-referencing in Word links to,External websites,Another location within same document,Another file,Email,B
Computer,MS Word,35,Hard,Building Blocks in Word are,Reusable content blocks (Quick Parts),Keyboard shortcuts,Macro groups,Font collections,A
Computer,MS Word,36,Easy But Tricky,"Ctrl+Enter inserts a new line, same as Enter. True?",True,"False — Ctrl+Enter inserts a page break, Enter is just new line",Both same,Not a shortcut in Word,B
Computer,MS Word,37,Easy But Tricky,You can insert Excel spreadsheets into Word. True?,False,True — using Object insertion or copy-paste,Only images,Only text,B
Computer,MS Word,38,Easy But Tricky,Saving as .doc vs .docx: both are same format. True?,True,"False — .doc is older Word 97-2003 format, .docx is newer XML-based",Only size differs,Depends on Word version,B
Computer,MS Word,39,Easy But Tricky,AutoCorrect fixes only spelling. True?,True,"False — it fixes spelling, grammar, and can replace shortcuts with full text",Only grammar,Only capitals,B
Computer,MS Word,40,Easy But Tricky,You cannot undo after saving a file in Word. True?,True,False — you can still use Ctrl+Z to undo even after saving,Only for major changes,Depends on Word version,B
Computer,MS Excel,16,Easy,MS Excel is used for,Word processing,Spreadsheets and calculations,Presentations,Email,B
Computer,MS Excel,17,Easy,Default file extension of MS Excel is,.xlsx,.docx,.pptx,.csv,A
Computer,MS Excel,18,Easy,A cell is identified by,Row number only,Column letter + Row number,Column letter only,Sheet name,B
Computer,MS Excel,19,Easy,SUM formula syntax is,=ADD(A1:A10),=SUM(A1:A10),=TOTAL(A1:A10),=PLUS(A1:A10),B
Computer,MS Excel,20,Easy,AVERAGE formula syntax is,=AVG(A1:A10),=AVERAGE(A1:A10),=MEAN(A1:A10),=CALC(A1:A10),B
Computer,MS Excel,21,Easy,All Excel formulas start with,#,@,=,$,C
Computer,MS Excel,22,Easy,Ctrl+S in Excel saves the,Current cell,Current row,Workbook,Single sheet,C
Computer,MS Excel,23,Easy,A workbook contains,One sheet,Multiple sheets (worksheets),Only charts,Only formulas,B
Computer,MS Excel,24,Easy,"To freeze the top row in Excel, go to",Home,Insert,View → Freeze Panes,Data,C
Computer,MS Excel,25,Easy,IF function checks a,Mathematical formula,Condition and returns true/false result,Spelling,Sort order,B
Computer,MS Excel,26,Medium,VLOOKUP looks up a value in,Any direction,First column of a range and returns value from same row,First row,Last column,B
Computer,MS Excel,27,Medium,COUNTIF counts cells that,Are not empty,Meet a specific condition,Are empty,Are numbers,B
Computer,MS Excel,28,Medium,Chart in Excel is inserted from,Home,Data,Insert tab,Review,C
Computer,MS Excel,29,Medium,Absolute reference is written as,A1,$A$1,A$1,$A1,B
Computer,MS Excel,30,Medium,Relative reference changes when,Formula is deleted,Formula is copied to another cell,File is saved,Workbook is closed,B
Computer,MS Excel,31,Medium,Data sorting in Excel is found under,Home,Insert,Data tab,Review,C
Computer,MS Excel,32,Medium,Pivot Table is used for,Drawing charts,Summarising and analysing data,Writing macros,Spell checking,B
Computer,MS Excel,33,Medium,CONCATENATE or & operator joins,Numbers,Text strings,Dates,Both numbers and text,B
Computer,MS Excel,34,Medium,MAX function returns,Smallest value,Average,Largest value,Sum,C
Computer,MS Excel,35,Medium,MIN function returns,Largest value,Sum,Smallest value,Average,C
Computer,MS Excel,36,Hard,INDEX MATCH is preferred over VLOOKUP because,Easier to type,Can look up in any column direction,Only works with numbers,Faster only,B
Computer,MS Excel,37,Hard,Array formulas are entered with,Enter,Ctrl+Enter,Ctrl+Shift+Enter,Shift+Enter,C
Computer,MS Excel,38,Hard,IFERROR function,Creates error,Handles errors gracefully (returns value if error occurs),Counts errors,Finds errors only,B
Computer,MS Excel,39,Hard,Named ranges in Excel allow,Changing font,Referring to cell ranges by descriptive name,Deleting sheets,None,B
Computer,MS Excel,40,Hard,Power Query is used for,Charts,Data transformation and ETL operations,Macros,Mail merge,B
Computer,MS Excel,41,Easy But Tricky,A formula and a function are the same in Excel. True?,True,"False — a formula is an expression, a function is a built-in operation used in formulas",Only for SUM,Depends on Excel version,B
Computer,MS Excel,42,Easy But Tricky,"Excel can only handle numbers, not text. True?",True,"False — Excel handles text, numbers, dates, and more",Only in newer versions,Only with formulas,B
Computer,MS Excel,43,Easy But Tricky,Pressing Delete on a cell removes the cell from the sheet. True?,True,"False — it only clears the cell content, not the cell itself",Removes row,Removes column,B
Computer,MS Excel,44,Easy But Tricky,CSV files can be opened in Excel. True?,False,True — Excel can open .csv files,Only in notepad,Only with plugins,B
Computer,MS Excel,45,Easy But Tricky,#VALUE! error means the formula has wrong,Cell reference,Data type used in formula,Internet connection,Font,B
Computer,MS PowerPoint,11,Easy,MS PowerPoint is used for,Word processing,Spreadsheets,Presentations,Database,C
Computer,MS PowerPoint,12,Easy,Default extension of PowerPoint file is,.pptx,.docx,.xlsx,.ppsx,A
Computer,MS PowerPoint,13,Easy,Each page in PowerPoint is called a,Sheet,Slide,Page,Frame,B
Computer,MS PowerPoint,14,Easy,Slide Show view shows,Editing view,Full screen presentation,Thumbnail view,Outline view,B
Computer,MS PowerPoint,15,Easy,To add a new slide: use,Ctrl+N,Ctrl+M,Ctrl+S,Ctrl+P,B
Computer,MS PowerPoint,16,Easy,Transitions are effects between,Text and images,Slides,Paragraphs,Objects,B
Computer,MS PowerPoint,17,Easy,Animations are effects applied to,Slides,Objects within a slide,Only text,Only images,B
Computer,MS PowerPoint,18,Easy,Slide layout defines,Background color,Arrangement of placeholders on slide,Font size,Animation speed,B
Computer,MS PowerPoint,19,Easy,Ctrl+D duplicates a,File,Slide or selected object,Text,Animation,B
Computer,MS PowerPoint,20,Easy,Slide sorter view shows,One slide in detail,All slides as thumbnails,Only animations,Outline only,B
Computer,MS PowerPoint,21,Medium,Slide Master controls,Single slide formatting,Global formatting for all slides,Only fonts,Only colors,B
Computer,MS PowerPoint,22,Medium,SmartArt is used for,Charts,Visual illustrations of information,Tables,Videos,B
Computer,MS PowerPoint,23,Medium,Hyperlinks in PowerPoint can link to,Another slide in same presentation,External website,Another file,All of above,D
Computer,MS PowerPoint,24,Medium,Notes pane in PowerPoint is for,Audience to read,Speaker's reference notes not shown in presentation,Recording macros,Inserting equations,B
Computer,MS PowerPoint,25,Medium,Rehearse Timings feature is used to,Time animations only,Record how long presenter spends on each slide,Set transition speed,None,B
Computer,MS PowerPoint,26,Medium,"To embed a video in PowerPoint, go to",Home → Media,Insert → Video,Design → Video,Review → Media,B
Computer,MS PowerPoint,27,Medium,Which tab has the 'Themes' option in PowerPoint?,Home,Insert,Design,View,C
Computer,MS PowerPoint,28,Medium,Hide Slide option prevents a slide from,Being edited,Appearing during slideshow,Printing,Animating,B
Computer,MS PowerPoint,29,Medium,Grouping objects in PowerPoint means,Deleting them,Treating multiple objects as a single unit,Color-coding,None,B
Computer,MS PowerPoint,30,Medium,Presenter View shows,Audience view only,Slide + notes + next slide on presenter's screen,Only animations,Thumbnails only,B
Computer,MS PowerPoint,31,Hard,Morph transition in PowerPoint creates,Fade effect,Seamless animation between slides with similar objects,Cube rotation,Wipe effect,B
Computer,MS PowerPoint,32,Hard,OLE embedding in PowerPoint allows,Online links,Embedding live Excel data that updates,Only images,Only text,B
Computer,MS PowerPoint,33,Hard,Macro in PowerPoint is,An animation type,Recorded VBA operation for automation,A slide type,A chart,B
Computer,MS PowerPoint,34,Hard,PPTX vs PPT: PPTX is,Older format,XML-based newer format (Office 2007+),Same as PPT,Larger in size,B
Computer,MS PowerPoint,35,Hard,Custom show in PowerPoint allows,Changing fonts,Creating subset of slides to show in different order,Adding macros,Editing master,B
Computer,MS PowerPoint,36,Easy But Tricky,More animations make a presentation more professional. True?,True,False — too many animations distract; minimal is more professional,Only for business,Depends on audience,B
Computer,MS PowerPoint,37,Easy But Tricky,You cannot add audio to a PowerPoint. True?,True,False — you can insert audio files via Insert → Audio,Only in older versions,Only MP3,B
Computer,MS PowerPoint,38,Easy But Tricky,Slide transition and animation are same. True?,True,"False — transitions are between slides, animations are within a slide",Both same in new versions,Depends on definition,B
Computer,MS PowerPoint,39,Easy But Tricky,F5 starts slideshow from the beginning. Shift+F5 starts from current slide. True?,False,True,Both start from beginning,F5 is save,B
Computer,MS PowerPoint,40,Easy But Tricky,PowerPoint can export to PDF. True?,False,True — File → Export → PDF,Only older versions,Only with plugin,B
Environment,Ecosystem,11,Easy,An ecosystem includes,Only plants,Only animals,Living organisms and their non-living environment,Only non-living things,C
Environment,Ecosystem,12,Easy,Producers in ecosystem are,Animals,Plants (photosynthesizers),Decomposers,Carnivores,B
Environment,Ecosystem,13,Easy,Consumers in ecosystem are,Plants,Animals that eat other organisms,Bacteria,Fungi,B
Environment,Ecosystem,14,Easy,Decomposers break down,Living organisms,Dead organic matter,Rocks,Water,B
Environment,Ecosystem,15,Easy,Food chain starts with,Herbivore,Carnivore,Producer (plant),Decomposer,C
Environment,Ecosystem,16,Easy,A food web is,Single food chain,Multiple interconnected food chains,One producer and one consumer,Energy pyramid,B
Environment,Ecosystem,17,Easy,Herbivores eat,Only meat,Only plants,Both plants and meat,Decomposers,B
Environment,Ecosystem,18,Easy,Carnivores eat,Only plants,Only animals,Both plants and animals,Decomposers only,B
Environment,Ecosystem,19,Easy,Omnivores eat,Only plants,Only animals,Both plants and animals,Only fungi,C
Environment,Ecosystem,20,Easy,The sun is the primary source of,Water,Energy in most ecosystems,Soil nutrients,Oxygen,B
Environment,Ecosystem,21,Medium,Biotic components of ecosystem include,"Air, water, soil","Plants, animals, microbes","Temperature, light","Rocks, minerals",B
Environment,Ecosystem,22,Medium,Abiotic components include,Plants and animals,"Air, water, soil, temperature, light",Only soil,Only water,B
Environment,Ecosystem,23,Medium,Trophic level refers to,Decomposer stage,Position in food chain,Habitat type,Water level,B
Environment,Ecosystem,24,Medium,Energy transfer between trophic levels is approximately,100%,10%,50%,25%,B
Environment,Ecosystem,25,Medium,Ecological pyramid of numbers shows,Energy flow,Number of organisms at each trophic level,Biomass distribution,Nutrient cycle,B
Environment,Ecosystem,26,Medium,Biomass pyramid shows,Number of organisms,Total mass of organisms at each level,Energy flow,Carbon levels,B
Environment,Ecosystem,27,Medium,Nitrogen cycle involves,Only plants,"Plants, animals, bacteria, atmosphere",Only bacteria,Only soil,B
Environment,Ecosystem,28,Medium,Carbon cycle includes,Photosynthesis and respiration,Only photosynthesis,Only respiration,Only combustion,A
Environment,Ecosystem,29,Medium,Water cycle includes,Only evaporation,"Evaporation, condensation, precipitation",Only rain,Only transpiration,B
Environment,Ecosystem,30,Medium,Biodiversity refers to,Number of trees,Variety of life forms in an area,Number of ecosystems,Soil variety,B
Environment,Ecosystem,31,Hard,Keystone species has,Small impact on ecosystem,Disproportionately large impact on ecosystem structure,No predators,Largest biomass,B
Environment,Ecosystem,32,Hard,Primary succession starts on,Existing soil,Bare rock / no soil,Flooded area,Forest floor,B
Environment,Ecosystem,33,Hard,Climax community is,First stage of succession,Final stable community in ecological succession,A community of decomposers,Only forests,B
Environment,Ecosystem,34,Hard,Ecological niche refers to,Habitat,Role/function of organism in ecosystem,Food chain position only,Number of prey,B
Environment,Ecosystem,35,Hard,Eutrophication is excessive,Salt in water,Nutrient enrichment of water causing algae bloom,Soil erosion,Deforestation,B
Environment,Ecosystem,36,Easy But Tricky,Forest is an ecosystem. City cannot be an ecosystem. True?,True,False — urban areas can also be studied as ecosystems,Only forests are ecosystems,Only oceans,B
Environment,Ecosystem,37,Easy But Tricky,Decomposers are harmful to ecosystems. True?,True,False — they are essential for recycling nutrients,Only in water,Depends on type,B
Environment,Ecosystem,38,Easy But Tricky,All food chains have exactly 4 levels. True?,True,False — food chains can have 3-5 or more trophic levels,Always 4,Always 3,B
Environment,Ecosystem,39,Easy But Tricky,Only 10% energy is transferred upward in food chain. Rest is lost as,More useful energy,Heat (mainly through respiration),Sound,Light,B
Environment,Ecosystem,40,Easy But Tricky,A pond is a self-sustaining ecosystem. True?,False,"True — it has producers, consumers, decomposers",Only if it has fish,Only large ponds,B
Environment,Pollution,9,Easy,Air pollution is caused by,Only factories,"Smoke, dust, harmful gases from vehicles, industries, etc.",Only vehicles,Only crop burning,B
Environment,Pollution,10,Easy,Water pollution is caused by,Only natural sources,"Industrial waste, sewage, chemicals in water",Only rain,Only animals,B
Environment,Pollution,11,Easy,Soil pollution is caused by,Clean water,"Pesticides, chemical fertilizers, industrial waste",Only plastic,Only heavy metals,B
Environment,Pollution,12,Easy,Noise pollution is caused by,Too much light,Excessive sound harmful to living things,Too much CO2,Water,B
Environment,Pollution,13,Easy,Green House Gas includes,O2,"CO2, CH4, N2O, water vapour",N2,Ar,B
Environment,Pollution,14,Easy,Acid rain is caused by,CO2 + water,SO2 and NOx + water forming acids,Ozone,Chlorine,B
Environment,Pollution,15,Easy,Ozone layer is in which layer of atmosphere?,Troposphere,Stratosphere,Mesosphere,Thermosphere,B
Environment,Pollution,16,Easy,CFCs cause,Global warming,Ozone depletion,Acid rain,Noise pollution,B
Environment,Pollution,17,Easy,BOD stands for,Biological Oxygen Demand,Basic Oxygen Deficiency,Biological Ozone Demand,Basic Ozone Damage,A
Environment,Pollution,18,Easy,Indoor air pollutants include,Only CO2,"Radon, VOCs, CO from cooking/heating",Only dust,Only smoke,B
Environment,Pollution,19,Medium,PM2.5 refers to,Particulate matter larger than 2.5 mm,Particulate matter smaller than 2.5 micrometers,PM10 equivalent,Pressure matter,B
Environment,Pollution,20,Medium,Minamata disease is caused by,Lead poisoning,Mercury poisoning,Arsenic poisoning,Cadmium poisoning,B
Environment,Pollution,21,Medium,Itai-Itai disease is caused by,Mercury,Lead,Cadmium poisoning,Arsenic,C
Environment,Pollution,22,Medium,Biomagnification is,Increase of pollutants in higher trophic levels,Decrease of pollutants,Increase of biodiversity,Loss of habitat,A
Environment,Pollution,23,Medium,WHO safe limit for drinking water turbidity is,10 NTU,5 NTU,1 NTU,50 NTU,C
Environment,Pollution,24,Medium,Eutrophication is caused by excess,CO2,"Nutrients (N,P) causing algae bloom reducing dissolved O2",Acid rain,Soil erosion,B
Environment,Pollution,25,Medium,SPM stands for,Suspended Particulate Matter,Smoke Particle Measurement,Sulfur PM,Solid Pollutant Mass,A
Environment,Pollution,26,Medium,Photochemical smog contains,Only CO2,Ozone and PAN (peroxyacyl nitrates) from sunlight + NOx + VOCs,Only smoke,Only dust,B
Environment,Pollution,27,Medium,London smog (sulfurous smog) is different from photochemical smog in,Temperature,Formation: London smog forms in cold+humid conditions with SO2,Colour,Smell,B
Environment,Pollution,28,Medium,Thermal pollution is warming of water bodies by,Global warming only,Industrial cooling water discharge,Acid rain,Eutrophication,B
